anime_id,name,genre,type,episodes,rating,members,genre_list,,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,avg_rating
9348,Chibi Maruko-chan: Watashi no Suki na Uta,"Comedy, Slice of Life",Movie,1,7.11,401,"['Comedy', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.555555555555555
18745,Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,"Comedy, Josei, Slice of Life",OVA,1,7.11,18659,"['Comedy', 'Josei', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.430615164520744
9200,Dae Jang Geum: Jang Geum&#039;s Dream 2,"Adventure, Comedy, Historical",TV,26,7.11,452,"['Adventure', 'Comedy', 'Historical']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
1826,Deltora Quest,"Adventure, Fantasy, Kids",TV,65,7.11,10591,"['Adventure', 'Fantasy', 'Kids']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.117117117117117
3312,Dr. Slump,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74,7.11,8735,"['Comedy', 'Sci-Fi', 'Shounen', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.715189873417722
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.041907514450867
30925,Gatchaman Crowds Insight: Inbound,"Adventure, Sci-Fi",ONA,1,7.11,14786,"['Adventure', 'Sci-Fi']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96147672552167
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,1,7.11,3444,"['Comedy', 'Mecha', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.933333333333334
32607,Gi(a)rlish Number,Slice of Life,TV,12,7.11,35072,['Slice of Life'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10504,Gosick Recap,"Historical, Mystery, Shounen",Special,1,7.11,8792,"['Historical', 'Mystery', 'Shounen']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.452145214521452
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435,"['Comedy', 'Harem', 'Parody', 'Shounen']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.644230769230769
6554,Kawa no Hikari,"Adventure, Kids",Special,1,7.11,806,"['Adventure', 'Kids']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75
2157,Koutetsushin Jeeg,"Mecha, Sci-Fi",TV,13,7.11,3627,"['Mecha', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.420168067226891
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762,"['Action', 'Adventure', 'Comedy', 'Game', 'Parody']",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.947368421052632
1421,Lupin III: Hemingway Paper no Nazo,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.962962962962963
20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,"Action, Adventure, Comedy, Shounen",Special,1,7.11,2083,"['Action', 'Adventure', 'Comedy', 'Shounen']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.698412698412699
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.493645862750635
796,Mahoujin Guru Guru Movie,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.11,826,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.717948717948718
3837,Mashin Eiyuuden Wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7894736842105265
521,Mermaid Melody Pichi Pichi Pitch,"Adventure, Comedy, Magic, Romance, Shoujo",TV,52,7.11,32296,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.129615082482325
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,"Comedy, Game, Parody, Seinen",OVA,3,7.11,8682,"['Comedy', 'Game', 'Parody', 'Seinen']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.173410404624278
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.11,25174,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.445774121166791
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335,"['Drama', 'Historical', 'Kids', 'Slice of Life']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4
941,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273,"['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7550675675675675
2713,Rockman.EXE Beast+,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224,"['Action', 'Adventure', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.297029702970297
11487,Sekiranun Graffiti,Music,Music,1,7.11,4014,['Music'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0271739130434785
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321,"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5908265213442325
32105,Sousei no Onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869,"['Action', 'Fantasy', 'Shounen', 'Supernatural']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
1857,Taiyou no Mokushiroku: A Spirit of the Sun,"Drama, Sci-Fi",Special,2,7.11,1433,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531914893617022
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812,"['Drama', 'Historical', 'Military', 'Supernatural']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9541984732824424
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,"Drama, Historical, Supernatural",Movie,1,7.11,1468,"['Drama', 'Historical', 'Supernatural']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.95
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,7.11,5052,"['Action', 'Comedy', 'Magic', 'Sci-Fi', 'Super Power']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.462121212121212
5955,Toaru Majutsu no Index-tan,"Comedy, Parody",Special,2,7.11,32949,"['Comedy', 'Parody']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0271420968600316
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",TV,50,7.11,1009,"['Fantasy', 'Magic', 'Shoujo']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.444444444444445
3072,Uchuu Senkan Yamato: Kanketsu-hen,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609,"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.948717948717949
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764,"['Comedy', 'Magic', 'Romance', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453488372093023
15933,Vassalord.,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1,7.11,15114,"['Action', 'Comedy', 'Fantasy', 'Mystery', 'Shounen Ai', 'Supernatural', 'Vampire']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5.352380952380952
5342,Asura Cryin&#039;,"Action, Mecha, Supernatural",TV,13,7.1,68608,"['Action', 'Mecha', 'Supernatural']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.57599736234751
596,Chobits: Chibits,"Comedy, Romance",Special,1,7.1,35513,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.312551610239471
1953,Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life",Special,9,7.1,33004,"['Comedy', 'School', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.21875
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517,"['Drama', 'Mecha', 'Sci-Fi', 'Space']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.1125
859,Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.282138794084187
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen",Movie,1,7.1,12676,"['Adventure', 'Drama', 'Sci-Fi', 'Shounen']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.011461318051576
2630,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.608695652173913
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.393867924528302
18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298,"['Action', 'Drama', 'Ecchi', 'Harem', 'Martial Arts', 'Military', 'Romance', 'Sci-Fi', 'Seinen']",0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528635890315862
13411,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604,"['Action', 'Drama', 'Sci-Fi', 'Super Power']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0417168070597675
2389,Kagaku Ninja-tai Gatchaman,"Action, Adventure, Sci-Fi, Shounen",TV,105,7.1,4802,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.176470588235294
33740,Katekyo Hitman Reborn! x ēlDLIVE Special,"Shounen, Super Power",Special,1,7.1,4371,"['Shounen', 'Super Power']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.020833333333333
11355,"Kono Danshi, Uchuujin to Tatakaemasu.","Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.1,12732,"['Action', 'Fantasy', 'Shounen Ai', 'Super Power', 'Supernatural']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5.113065326633166
1184,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen', 'Space']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.404891304347826
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Comedy, Drama, Romance",Special,1,7.1,1672,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.553191489361702
3313,Montana Jones,"Adventure, Comedy",TV,52,7.1,784,"['Adventure', 'Comedy']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.198019801980198
1869,Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.1,11447,"['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Slice of Life']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.9897810218978105
525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591,"['Adventure', 'Drama', 'Fantasy', 'Historical']",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.745614035087719
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi']",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015498154981549
4026,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654,"['Action', 'Adventure', 'Fantasy', 'Kids']",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.968664101154481
6749,Prince of Tennis: The Band of Princes Film Kick the Future,"Action, Music",Music,1,7.1,3826,"['Action', 'Music']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.191011235955056
10824,Ranma ½: DoCo Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775,"['Comedy', 'Martial Arts', 'Music', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6491228070175437
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.1,90713,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5.968345323741008
342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13,7.1,9704,"['Drama', 'Military', 'Sci-Fi', 'Space']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.473846153846154
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.757864077669903
5895,Tistou Midori no Oyayubi,"Historical, Magic",Movie,1,7.1,332,"['Historical', 'Magic']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12,7.1,6249,"['Comedy', 'Romance', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508928571428571
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy",TV,13,7.1,34732,"['Adventure', 'Fantasy']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.698832206515059
1028,Arete Hime,"Fantasy, Magic",Movie,1,7.09,6042,"['Fantasy', 'Magic']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6725146198830405
33254,Arslan Senki (TV) OVA,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823,"['Adventure', 'Fantasy', 'Historical', 'Shounen']",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.620689655172414
3620,Blue Seed Omake,"Comedy, Parody",Special,14,7.09,1952,"['Comedy', 'Parody']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.410714285714286
1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.840236686390533
1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033543996110841
4646,Cobra The Animation: The Psycho-Gun,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4,7.09,2843,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4
5031,Cobra The Animation: Time Drive,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155,"['Action', 'Adventure', 'Sci-Fi', 'Space']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.568421052631579
933,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555,"['Comedy', 'Magic', 'Supernatural']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.852047556142669
32494,Days (TV),"School, Shounen, Sports",TV,24,7.09,49219,"['School', 'Shounen', 'Sports']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
7643,Domo-kun,"Comedy, Kids, Slice of Life",TV,Unknown,7.09,1167,"['Comedy', 'Kids', 'Slice of Life']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
892,Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.670025188916877
